phenotype_names,CTQ_Term,Sex,Region,Effect_Size_Main_Ped,P_Main_Ped,Q_Main_Ped,Significant_Main_Ped,Effect_Size_Cov_Ped,P_Cov_Ped,Q_Cov_Ped,Significant_Cov_Ped,Sample_Size_Ped,Effect_Size_Main_YA,P_Main_YA,Q_Main_YA,Significant_Main_YA,Effect_Size_Cov_YA,P_Cov_YA,Q_Cov_YA,Significant_Cov_YA,Sample_Size_YA,Effect_Size_Main_OA,P_Main_OA,Q_Main_OA,Significant_Main_OA,Effect_Size_Cov_OA,P_Cov_OA,Q_Cov_OA,Significant_Cov_OA,Sample_Size_OA
surface_area,CTQ_Neglect,female,L_superiorfrontal_surfavg,0.009 (0.077),9.11E-01,9.68E-01,No,0.215 (0.16),1.81E-01,5.57E-01,No,189,0.014 (0.034),6.74E-01,8.34E-01,No,-0.034 (0.073),6.44E-01,7.82E-01,No,1163,0.032 (0.038),4.06E-01,9.30E-01,No,-0.019 (0.077),8.07E-01,9.63E-01,No,864
surface_area,CTQ_Neglect,female,L_superiorparietal_surfavg,-0.035 (0.077),6.55E-01,9.44E-01,No,0.243 (0.16),1.31E-01,4.95E-01,No,189,0.07 (0.034),4.13E-02,1.65E-01,No,-0.066 (0.073),3.61E-01,5.12E-01,No,1163,0.011 (0.038),7.83E-01,9.30E-01,No,0.015 (0.077),8.45E-01,9.65E-01,No,864
surface_area,CTQ_Neglect,female,L_superiortemporal_surfavg,-0.031 (0.078),6.89E-01,9.44E-01,No,-0.131 (0.16),4.14E-01,6.86E-01,No,189,0.042 (0.034),2.21E-01,3.98E-01,No,-0.079 (0.073),2.77E-01,4.71E-01,No,1163,0.029 (0.038),4.56E-01,9.30E-01,No,-0.08 (0.077),3.01E-01,5.63E-01,No,864
surface_area,CTQ_Neglect,female,L_supramargil_surfavg,0.048 (0.078),5.38E-01,9.44E-01,No,-0.048 (0.161),7.65E-01,8.53E-01,No,189,-0.013 (0.034),7.07E-01,8.49E-01,No,-0.008 (0.073),9.15E-01,9.87E-01,No,1163,0.108 (0.038),4.69E-03,2.64E-01,No,-0.086 (0.077),2.64E-01,5.27E-01,No,864
surface_area,CTQ_Neglect,female,L_frontalpole_surfavg,-0.048 (0.078),5.37E-01,9.44E-01,No,-0.058 (0.161),7.20E-01,8.44E-01,No,189,0.15 (0.034) *,1.16E-05,7.85E-04,Yes,-0.047 (0.072),5.16E-01,6.62E-01,No,1163,0.1 (0.038),9.16E-03,2.64E-01,No,0.014 (0.077),8.53E-01,9.65E-01,No,864
surface_area,CTQ_Neglect,female,L_temporalpole_surfavg,0.049 (0.076),5.19E-01,9.44E-01,No,-0.441 (0.158),5.73E-03,2.37E-01,No,189,0.053 (0.034),1.25E-01,2.96E-01,No,0.031 (0.073),6.71E-01,7.87E-01,No,1163,0.033 (0.038),3.80E-01,9.30E-01,No,0.196 (0.077),1.07E-02,1.21E-01,No,864
surface_area,CTQ_Neglect,female,L_transversetemporal_surfavg,-0.017 (0.078),8.27E-01,9.53E-01,No,-0.063 (0.161),6.95E-01,8.44E-01,No,189,-0.048 (0.034),1.63E-01,3.59E-01,No,0.028 (0.073),7.01E-01,7.99E-01,No,1163,-0.001 (0.038),9.71E-01,9.77E-01,No,-0.002 (0.077),9.76E-01,9.90E-01,No,864
surface_area,CTQ_Neglect,female,L_insula_surfavg,0.047 (0.077),5.45E-01,9.44E-01,No,-0.365 (0.159),2.26E-02,2.37E-01,No,189,0.011 (0.034),7.42E-01,8.49E-01,No,-0.01 (0.073),8.94E-01,9.81E-01,No,1163,-0.016 (0.038),6.75E-01,9.30E-01,No,-0.097 (0.077),2.08E-01,4.57E-01,No,864
surface_area,CTQ_Neglect,female,R_bankssts_surfavg,0.049 (0.077),5.32E-01,9.44E-01,No,-0.244 (0.16),1.29E-01,4.95E-01,No,189,-0.067 (0.034),5.14E-02,1.84E-01,No,-0.112 (0.072),1.23E-01,2.97E-01,No,1163,0.001 (0.038),9.77E-01,9.77E-01,No,-0.053 (0.077),4.91E-01,7.42E-01,No,864
surface_area,CTQ_Neglect,female,R_caudalanteriorcingulate_surfavg,0.09 (0.078),2.48E-01,7.41E-01,No,-0.05 (0.16),7.57E-01,8.53E-01,No,189,-0.046 (0.034),1.77E-01,3.64E-01,No,-0.067 (0.073),3.60E-01,5.12E-01,No,1163,0.035 (0.038),3.57E-01,9.30E-01,No,0.077 (0.077),3.20E-01,5.63E-01,No,864
surface_area,CTQ_Neglect,female,R_caudalmiddlefrontal_surfavg,-0.004 (0.077),9.62E-01,9.68E-01,No,0.303 (0.159),5.88E-02,3.63E-01,No,189,-0.003 (0.034),9.22E-01,9.50E-01,No,-0.114 (0.073),1.17E-01,2.95E-01,No,1163,-0.003 (0.038),9.43E-01,9.77E-01,No,-0.054 (0.077),4.86E-01,7.42E-01,No,864
surface_area,CTQ_Neglect,female,R_cuneus_surfavg,0.163 (0.076),3.43E-02,5.76E-01,No,-0.366 (0.158),2.17E-02,2.37E-01,No,189,0.052 (0.034),1.26E-01,2.96E-01,No,0.079 (0.073),2.74E-01,4.71E-01,No,1163,-0.052 (0.038),1.78E-01,9.30E-01,No,0.051 (0.077),5.11E-01,7.55E-01,No,864
surface_area,CTQ_Neglect,female,R_entorhil_surfavg,-0.1 (0.077),1.99E-01,7.41E-01,No,-0.044 (0.16),7.84E-01,8.60E-01,No,189,0.062 (0.034),6.95E-02,2.11E-01,No,0.186 (0.072),9.95E-03,6.15E-02,No,1163,-0.027 (0.038),4.80E-01,9.30E-01,No,0.162 (0.077),3.52E-02,1.77E-01,No,864
surface_area,CTQ_Neglect,female,R_fusiform_surfavg,-0.146 (0.077),5.91E-02,5.76E-01,No,-0.061 (0.159),7.01E-01,8.44E-01,No,189,-0.119 (0.034) *,4.86E-04,5.51E-03,Yes,0.182 (0.072),1.20E-02,6.80E-02,No,1163,-0.048 (0.038),2.10E-01,9.30E-01,No,0.044 (0.077),5.64E-01,7.99E-01,No,864
surface_area,CTQ_Neglect,female,R_inferiorparietal_surfavg,-0.024 (0.078),7.55E-01,9.44E-01,No,-0.189 (0.16),2.40E-01,5.84E-01,No,189,-0.088 (0.034),1.01E-02,5.28E-02,No,0.001 (0.073),9.89E-01,9.89E-01,No,1163,-0.011 (0.038),7.72E-01,9.30E-01,No,-0.04 (0.077),6.06E-01,8.10E-01,No,864
surface_area,CTQ_Neglect,female,R_inferiortemporal_surfavg,-0.076 (0.078),3.31E-01,7.99E-01,No,0.169 (0.16),2.94E-01,6.16E-01,No,189,0.062 (0.034),7.15E-02,2.11E-01,No,0.12 (0.072),9.78E-02,2.70E-01,No,1163,-0.003 (0.038),9.33E-01,9.77E-01,No,0.241 (0.077) *,1.68E-03,4.15E-02,Yes,864
surface_area,CTQ_Neglect,female,R_isthmuscingulate_surfavg,0.134 (0.077),8.53E-02,7.25E-01,No,-0.177 (0.16),2.70E-01,6.12E-01,No,189,0.015 (0.034),6.61E-01,8.34E-01,No,-0.078 (0.073),2.84E-01,4.71E-01,No,1163,0.021 (0.038),5.89E-01,9.30E-01,No,-0.107 (0.077),1.64E-01,4.14E-01,No,864
surface_area,CTQ_Neglect,female,R_lateraloccipital_surfavg,-0.031 (0.078),6.90E-01,9.44E-01,No,-0.09 (0.161),5.76E-01,8.00E-01,No,189,0.132 (0.034) *,9.93E-05,2.25E-03,Yes,0.099 (0.072),1.70E-01,3.56E-01,No,1163,-0.012 (0.038),7.58E-01,9.30E-01,No,0.16 (0.077),3.71E-02,1.77E-01,No,864
surface_area,CTQ_Neglect,female,R_lateralorbitofrontal_surfavg,-0.082 (0.077),2.93E-01,7.65E-01,No,-0.142 (0.16),3.75E-01,6.72E-01,No,189,-0.066 (0.034),5.38E-02,1.84E-01,No,0.342 (0.072) *,2.32E-06,7.88E-05,Yes,1163,-0.051 (0.038),1.84E-01,9.30E-01,No,0.209 (0.077),6.64E-03,9.03E-02,No,864
surface_area,CTQ_Neglect,female,R_lingual_surfavg,0.093 (0.077),2.27E-01,7.41E-01,No,-0.32 (0.159),4.59E-02,3.12E-01,No,189,0.042 (0.034),2.22E-01,3.98E-01,No,0.166 (0.072),2.20E-02,9.98E-02,No,1163,-0.008 (0.038),8.27E-01,9.53E-01,No,0.064 (0.077),4.05E-01,6.56E-01,No,864
surface_area,CTQ_Neglect,female,R_medialorbitofrontal_surfavg,-0.026 (0.077),7.38E-01,9.44E-01,No,-0.258 (0.159),1.07E-01,4.95E-01,No,189,0.076 (0.034),2.53E-02,1.15E-01,No,0.235 (0.072) *,1.08E-03,1.47E-02,Yes,1163,0.074 (0.038),5.32E-02,5.85E-01,No,0.16 (0.076),3.69E-02,1.77E-01,No,864
surface_area,CTQ_Neglect,female,R_middletemporal_surfavg,0.094 (0.077),2.28E-01,7.41E-01,No,0.084 (0.16),5.99E-01,8.14E-01,No,189,-0.004 (0.034),9.07E-01,9.50E-01,No,0.072 (0.073),3.24E-01,5.01E-01,No,1163,0.005 (0.038),8.92E-01,9.62E-01,No,0.186 (0.077),1.56E-02,1.52E-01,No,864
surface_area,CTQ_Neglect,female,R_parahippocampal_surfavg,-0.08 (0.078),3.04E-01,7.65E-01,No,0.167 (0.16),2.99E-01,6.16E-01,No,189,-0.096 (0.034) *,5.14E-03,3.49E-02,Yes,0.076 (0.073),2.96E-01,4.74E-01,No,1163,-0.028 (0.038),4.64E-01,9.30E-01,No,-0.085 (0.077),2.71E-01,5.27E-01,No,864
surface_area,CTQ_Neglect,female,R_paracentral_surfavg,-0.01 (0.077),8.94E-01,9.68E-01,No,0.292 (0.159),6.83E-02,3.87E-01,No,189,0.046 (0.034),1.82E-01,3.64E-01,No,-0.169 (0.073),1.99E-02,9.66E-02,No,1163,0.025 (0.038),5.19E-01,9.30E-01,No,-0.159 (0.077),3.90E-02,1.77E-01,No,864
surface_area,CTQ_Neglect,female,R_parsopercularis_surfavg,0.09 (0.077),2.43E-01,7.41E-01,No,0.21 (0.159),1.88E-01,5.57E-01,No,189,-0.011 (0.034),7.42E-01,8.49E-01,No,-0.09 (0.073),2.17E-01,4.06E-01,No,1163,0.042 (0.038),2.72E-01,9.30E-01,No,-0.017 (0.077),8.22E-01,9.63E-01,No,864
surface_area,CTQ_Neglect,female,R_parsorbitalis_surfavg,0.004 (0.077),9.58E-01,9.68E-01,No,-0.249 (0.16),1.21E-01,4.95E-01,No,189,0.047 (0.034),1.72E-01,3.64E-01,No,0.098 (0.073),1.78E-01,3.56E-01,No,1163,-0.02 (0.038),6.05E-01,9.30E-01,No,0.141 (0.077),6.80E-02,2.31E-01,No,864
surface_area,CTQ_Neglect,female,R_parstriangularis_surfavg,0.087 (0.078),2.64E-01,7.41E-01,No,-0.051 (0.16),7.49E-01,8.53E-01,No,189,0.099 (0.034) *,3.97E-03,3.00E-02,Yes,-0.081 (0.073),2.67E-01,4.71E-01,No,1163,-0.019 (0.038),6.21E-01,9.30E-01,No,-0.101 (0.077),1.90E-01,4.32E-01,No,864
surface_area,CTQ_Neglect,female,R_pericalcarine_surfavg,0.146 (0.077),5.93E-02,5.76E-01,No,-0.327 (0.158),4.02E-02,3.04E-01,No,189,0.029 (0.034),4.05E-01,5.74E-01,No,0.069 (0.073),3.41E-01,5.12E-01,No,1163,-0.072 (0.038),6.06E-02,5.85E-01,No,0.117 (0.077),1.29E-01,3.66E-01,No,864
surface_area,CTQ_Neglect,female,R_postcentral_surfavg,-0.124 (0.077),1.07E-01,7.26E-01,No,0.351 (0.159),2.82E-02,2.40E-01,No,189,-0.086 (0.034),1.21E-02,5.86E-02,No,-0.046 (0.072),5.24E-01,6.62E-01,No,1163,0.036 (0.038),3.53E-01,9.30E-01,No,-0.001 (0.077),9.86E-01,9.90E-01,No,864
surface_area,CTQ_Neglect,female,R_posteriorcingulate_surfavg,0.112 (0.077),1.49E-01,7.41E-01,No,0.01 (0.16),9.50E-01,9.65E-01,No,189,-0.035 (0.034),3.07E-01,4.64E-01,No,-0.014 (0.073),8.51E-01,9.48E-01,No,1163,0.019 (0.038),6.18E-01,9.30E-01,No,0.006 (0.077),9.37E-01,9.82E-01,No,864
surface_area,CTQ_Neglect,female,R_precentral_surfavg,-0.045 (0.077),5.59E-01,9.44E-01,No,0.363 (0.159),2.33E-02,2.37E-01,No,189,-0.088 (0.034),9.60E-03,5.28E-02,No,-0.089 (0.072),2.19E-01,4.06E-01,No,1163,0.006 (0.038),8.68E-01,9.60E-01,No,-0.04 (0.077),6.03E-01,8.10E-01,No,864
surface_area,CTQ_Neglect,female,R_precuneus_surfavg,0.01 (0.078),9.02E-01,9.68E-01,No,0.146 (0.161),3.64E-01,6.69E-01,No,189,-0.036 (0.034),3.00E-01,4.63E-01,No,0.046 (0.073),5.26E-01,6.62E-01,No,1163,-0.059 (0.038),1.19E-01,9.03E-01,No,-0.102 (0.077),1.83E-01,4.31E-01,No,864
surface_area,CTQ_Neglect,female,R_rostralanteriorcingulate_surfavg,0.06 (0.078),4.40E-01,9.14E-01,No,-0.061 (0.161),7.04E-01,8.44E-01,No,189,-0.128 (0.034) *,1.86E-04,3.16E-03,Yes,0.089 (0.072),2.21E-01,4.06E-01,No,1163,-0.025 (0.038),5.09E-01,9.30E-01,No,-0.019 (0.077),8.10E-01,9.63E-01,No,864
surface_area,CTQ_Neglect,female,R_rostralmiddlefrontal_surfavg,-0.034 (0.078),6.67E-01,9.44E-01,No,-0.078 (0.161),6.29E-01,8.25E-01,No,189,0.04 (0.034),2.48E-01,4.25E-01,No,-0.14 (0.073),5.48E-02,1.77E-01,No,1163,-0.02 (0.038),5.97E-01,9.30E-01,No,-0.151 (0.077),5.03E-02,1.90E-01,No,864
surface_area,CTQ_Neglect,female,R_superiorfrontal_surfavg,-0.018 (0.078),8.20E-01,9.53E-01,No,0.189 (0.16),2.41E-01,5.84E-01,No,189,0.048 (0.034),1.61E-01,3.59E-01,No,-0.146 (0.073),4.49E-02,1.53E-01,No,1163,0.037 (0.038),3.28E-01,9.30E-01,No,-0.153 (0.077),4.76E-02,1.90E-01,No,864
surface_area,CTQ_Neglect,female,R_superiorparietal_surfavg,-0.01 (0.078),8.99E-01,9.68E-01,No,-0.11 (0.161),4.93E-01,7.80E-01,No,189,-0.007 (0.034),8.36E-01,9.03E-01,No,0.075 (0.073),3.00E-01,4.74E-01,No,1163,-0.043 (0.038),2.65E-01,9.30E-01,No,0.04 (0.077),6.08E-01,8.10E-01,No,864
surface_area,CTQ_Neglect,female,R_superiortemporal_surfavg,0.011 (0.078),8.85E-01,9.68E-01,No,-0.013 (0.161),9.38E-01,9.65E-01,No,189,0.001 (0.034),9.66E-01,9.66E-01,No,-0.23 (0.072) *,1.52E-03,1.73E-02,Yes,1163,-0.012 (0.038),7.49E-01,9.30E-01,No,-0.108 (0.077),1.61E-01,4.14E-01,No,864
surface_area,CTQ_Neglect,female,R_supramargil_surfavg,-0.006 (0.078),9.43E-01,9.68E-01,No,-0.014 (0.161),9.32E-01,9.65E-01,No,189,-0.06 (0.034),7.66E-02,2.17E-01,No,-0.129 (0.072),7.59E-02,2.24E-01,No,1163,-0.011 (0.038),7.68E-01,9.30E-01,No,-0.152 (0.077),4.78E-02,1.90E-01,No,864
surface_area,CTQ_Neglect,female,R_frontalpole_surfavg,-0.022 (0.078),7.77E-01,9.44E-01,No,-0.063 (0.161),6.95E-01,8.44E-01,No,189,0.137 (0.034) *,5.45E-05,1.85E-03,Yes,0.031 (0.072),6.68E-01,7.87E-01,No,1163,0.096 (0.038),1.17E-02,2.64E-01,No,-0.03 (0.077),6.98E-01,8.95E-01,No,864
surface_area,CTQ_Neglect,female,R_temporalpole_surfavg,0.088 (0.078),2.60E-01,7.41E-01,No,-0.182 (0.16),2.58E-01,6.04E-01,No,189,0.124 (0.034) *,2.79E-04,3.79E-03,Yes,0.066 (0.072),3.62E-01,5.12E-01,No,1163,0.02 (0.038),6.04E-01,9.30E-01,No,0.122 (0.077),1.13E-01,3.50E-01,No,864
surface_area,CTQ_Neglect,female,R_transversetemporal_surfavg,-0.099 (0.078),2.04E-01,7.41E-01,No,0.158 (0.16),3.24E-01,6.42E-01,No,189,-0.01 (0.034),7.62E-01,8.49E-01,No,-0.201 (0.072) *,5.70E-03,3.87E-02,Yes,1163,0.022 (0.038),5.73E-01,9.30E-01,No,-0.076 (0.077),3.23E-01,5.63E-01,No,864
surface_area,CTQ_Neglect,female,R_insula_surfavg,0.074 (0.078),3.41E-01,7.99E-01,No,-0.004 (0.161),9.83E-01,9.83E-01,No,189,0.004 (0.034),9.15E-01,9.50E-01,No,-0.102 (0.073),1.61E-01,3.55E-01,No,1163,-0.007 (0.038),8.58E-01,9.60E-01,No,-0.179 (0.077),1.99E-02,1.54E-01,No,864
surface_area,CTQ_Neglect,male,L_bankssts_surfavg,-0.064 (0.085),4.54E-01,8.82E-01,No,0.047 (0.189),8.05E-01,9.43E-01,No,159,-0.041 (0.04),3.08E-01,8.36E-01,No,0.082 (0.084),3.32E-01,8.61E-01,No,742,0.066 (0.044),1.37E-01,9.59E-01,No,-0.208 (0.09),2.10E-02,3.57E-01,No,585
surface_area,CTQ_Neglect,male,L_caudalanteriorcingulate_surfavg,-0.001 (0.085),9.86E-01,9.98E-01,No,0.05 (0.189),7.93E-01,9.43E-01,No,159,0.032 (0.04),4.27E-01,8.36E-01,No,-0.063 (0.084),4.54E-01,8.84E-01,No,742,-0.092 (0.044),3.85E-02,8.69E-01,No,-0.029 (0.09),7.45E-01,9.51E-01,No,585
surface_area,CTQ_Neglect,male,L_caudalmiddlefrontal_surfavg,0.031 (0.085),7.17E-01,9.95E-01,No,-0.219 (0.189),2.46E-01,8.54E-01,No,159,0.03 (0.04),4.56E-01,8.36E-01,No,0.063 (0.084),4.59E-01,8.84E-01,No,742,-0.021 (0.044),6.38E-01,9.59E-01,No,-0.022 (0.09),8.05E-01,9.51E-01,No,585
surface_area,CTQ_Neglect,male,L_cuneus_surfavg,0.084 (0.085),3.24E-01,8.36E-01,No,0.083 (0.188),6.61E-01,9.22E-01,No,159,-0.006 (0.04),8.87E-01,9.74E-01,No,0.017 (0.085),8.41E-01,8.84E-01,No,742,0.017 (0.044),7.04E-01,9.77E-01,No,-0.048 (0.09),5.92E-01,9.25E-01,No,585
surface_area,CTQ_Neglect,male,L_entorhil_surfavg,-0.011 (0.085),9.02E-01,9.95E-01,No,-0.095 (0.189),6.16E-01,9.22E-01,No,159,0.034 (0.04),3.97E-01,8.36E-01,No,0.04 (0.084),6.38E-01,8.84E-01,No,742,0.072 (0.044),1.06E-01,9.59E-01,No,-0.06 (0.09),5.04E-01,9.25E-01,No,585
surface_area,CTQ_Neglect,male,L_fusiform_surfavg,-0.092 (0.085),2.82E-01,8.36E-01,No,0.085 (0.189),6.54E-01,9.22E-01,No,159,-0.024 (0.04),5.49E-01,8.68E-01,No,0.072 (0.084),3.97E-01,8.84E-01,No,742,-0.034 (0.044),4.42E-01,9.59E-01,No,0.089 (0.09),3.22E-01,8.01E-01,No,585
surface_area,CTQ_Neglect,male,L_inferiorparietal_surfavg,-0.107 (0.085),2.10E-01,8.36E-01,No,-0.079 (0.188),6.76E-01,9.22E-01,No,159,-0.038 (0.04),3.47E-01,8.36E-01,No,-0.026 (0.084),7.55E-01,8.84E-01,No,742,0.038 (0.044),3.96E-01,9.59E-01,No,0.049 (0.09),5.89E-01,9.25E-01,No,585
surface_area,CTQ_Neglect,male,L_inferiortemporal_surfavg,0.0 (0.085),9.98E-01,9.98E-01,No,-0.189 (0.189),3.19E-01,8.54E-01,No,159,0.01 (0.04),7.97E-01,9.51E-01,No,0.06 (0.084),4.77E-01,8.84E-01,No,742,-0.006 (0.044),8.96E-01,9.93E-01,No,0.17 (0.09),5.87E-02,4.80E-01,No,585
surface_area,CTQ_Neglect,male,L_isthmuscingulate_surfavg,0.055 (0.085),5.16E-01,9.49E-01,No,-0.06 (0.189),7.51E-01,9.43E-01,No,159,0.017 (0.04),6.72E-01,9.14E-01,No,-0.08 (0.084),3.42E-01,8.61E-01,No,742,-0.021 (0.044),6.29E-01,9.59E-01,No,0.007 (0.09),9.39E-01,9.56E-01,No,585
surface_area,CTQ_Neglect,male,L_lateraloccipital_surfavg,-0.079 (0.085),3.54E-01,8.36E-01,No,0.111 (0.189),5.56E-01,9.22E-01,No,159,0.088 (0.04),2.81E-02,2.73E-01,No,0.035 (0.084),6.80E-01,8.84E-01,No,742,0.006 (0.044),8.92E-01,9.93E-01,No,-0.019 (0.09),8.33E-01,9.51E-01,No,585
surface_area,CTQ_Neglect,male,L_lateralorbitofrontal_surfavg,0.019 (0.085),8.21E-01,9.95E-01,No,-0.267 (0.188),1.58E-01,8.18E-01,No,159,-0.002 (0.04),9.60E-01,9.74E-01,No,0.044 (0.085),6.00E-01,8.84E-01,No,742,-0.025 (0.044),5.76E-01,9.59E-01,No,0.111 (0.09),2.19E-01,7.85E-01,No,585
surface_area,CTQ_Neglect,male,L_lingual_surfavg,0.094 (0.085),2.72E-01,8.36E-01,No,-0.176 (0.188),3.53E-01,8.89E-01,No,159,-0.052 (0.04),1.97E-01,7.95E-01,No,-0.019 (0.084),8.26E-01,8.84E-01,No,742,-0.011 (0.044),8.04E-01,9.93E-01,No,0.085 (0.09),3.46E-01,8.01E-01,No,585
surface_area,CTQ_Neglect,male,L_medialorbitofrontal_surfavg,-0.012 (0.085),8.90E-01,9.95E-01,No,-0.097 (0.189),6.08E-01,9.22E-01,No,159,-0.037 (0.04),3.57E-01,8.36E-01,No,0.095 (0.084),2.61E-01,8.52E-01,No,742,-0.053 (0.044),2.35E-01,9.59E-01,No,0.021 (0.09),8.19E-01,9.51E-01,No,585
surface_area,CTQ_Neglect,male,L_middletemporal_surfavg,-0.159 (0.084),6.04E-02,8.36E-01,No,-0.078 (0.186),6.78E-01,9.22E-01,No,159,-0.014 (0.04),7.28E-01,9.51E-01,No,0.084 (0.084),3.21E-01,8.61E-01,No,742,0.064 (0.044),1.48E-01,9.59E-01,No,0.037 (0.09),6.85E-01,9.25E-01,No,585
surface_area,CTQ_Neglect,male,L_parahippocampal_surfavg,-0.022 (0.085),7.97E-01,9.95E-01,No,-0.188 (0.189),3.21E-01,8.54E-01,No,159,0.029 (0.04),4.76E-01,8.36E-01,No,-0.022 (0.085),7.91E-01,8.84E-01,No,742,0.055 (0.044),2.13E-01,9.59E-01,No,-0.186 (0.09),3.95E-02,4.48E-01,No,585
surface_area,CTQ_Neglect,male,L_paracentral_surfavg,0.002 (0.085),9.83E-01,9.98E-01,No,-0.194 (0.189),3.05E-01,8.54E-01,No,159,0.028 (0.04),4.93E-01,8.36E-01,No,-0.052 (0.085),5.37E-01,8.84E-01,No,742,-0.082 (0.044),6.39E-02,8.69E-01,No,0.044 (0.09),6.26E-01,9.25E-01,No,585
surface_area,CTQ_Neglect,male,L_parsopercularis_surfavg,0.101 (0.082),2.23E-01,8.36E-01,No,0.455 (0.183),1.39E-02,4.73E-01,No,159,0.044 (0.04),2.76E-01,8.36E-01,No,-0.134 (0.084),1.13E-01,6.41E-01,No,742,-0.002 (0.044),9.68E-01,9.93E-01,No,-0.034 (0.09),7.07E-01,9.25E-01,No,585
surface_area,CTQ_Neglect,male,L_parsorbitalis_surfavg,-0.025 (0.085),7.69E-01,9.95E-01,No,-0.03 (0.189),8.73E-01,9.43E-01,No,159,0.063 (0.04),1.19E-01,6.95E-01,No,-0.012 (0.084),8.83E-01,8.96E-01,No,742,0.005 (0.044),9.18E-01,9.93E-01,No,0.088 (0.09),3.31E-01,8.01E-01,No,585
surface_area,CTQ_Neglect,male,L_parstriangularis_surfavg,0.087 (0.084),3.00E-01,8.36E-01,No,0.285 (0.186),1.29E-01,7.96E-01,No,159,0.026 (0.04),5.18E-01,8.39E-01,No,-0.107 (0.084),2.04E-01,8.29E-01,No,742,0.011 (0.044),8.12E-01,9.93E-01,No,-0.009 (0.09),9.25E-01,9.56E-01,No,585
surface_area,CTQ_Neglect,male,L_pericalcarine_surfavg,0.136 (0.084),1.09E-01,8.36E-01,No,0.114 (0.187),5.42E-01,9.22E-01,No,159,-0.027 (0.04),5.04E-01,8.36E-01,No,-0.027 (0.084),7.53E-01,8.84E-01,No,742,-0.01 (0.044),8.17E-01,9.93E-01,No,0.141 (0.09),1.18E-01,5.75E-01,No,585
surface_area,CTQ_Neglect,male,L_postcentral_surfavg,-0.037 (0.085),6.67E-01,9.95E-01,No,0.039 (0.189),8.35E-01,9.43E-01,No,159,0.028 (0.04),4.84E-01,8.36E-01,No,-0.104 (0.084),2.19E-01,8.29E-01,No,742,0.026 (0.044),5.54E-01,9.59E-01,No,-0.067 (0.09),4.55E-01,9.10E-01,No,585
surface_area,CTQ_Neglect,male,L_posteriorcingulate_surfavg,-0.068 (0.085),4.26E-01,8.75E-01,No,0.116 (0.189),5.42E-01,9.22E-01,No,159,0.003 (0.04),9.34E-01,9.74E-01,No,-0.171 (0.084),4.31E-02,4.18E-01,No,742,-0.068 (0.044),1.26E-01,9.59E-01,No,-0.028 (0.09),7.55E-01,9.51E-01,No,585
surface_area,CTQ_Neglect,male,L_precentral_surfavg,0.031 (0.085),7.19E-01,9.95E-01,No,0.034 (0.189),8.60E-01,9.43E-01,No,159,0.09 (0.04),2.59E-02,2.73E-01,No,-0.059 (0.084),4.87E-01,8.84E-01,No,742,0.012 (0.044),7.90E-01,9.93E-01,No,-0.026 (0.09),7.76E-01,9.51E-01,No,585
surface_area,CTQ_Neglect,male,L_precuneus_surfavg,0.023 (0.084),7.85E-01,9.95E-01,No,-0.396 (0.187),3.55E-02,6.03E-01,No,159,-0.077 (0.04),5.76E-02,4.35E-01,No,0.016 (0.084),8.52E-01,8.84E-01,No,742,-0.023 (0.044),5.97E-01,9.59E-01,No,-0.04 (0.09),6.57E-01,9.25E-01,No,585
surface_area,CTQ_Neglect,male,L_rostralanteriorcingulate_surfavg,0.015 (0.085),8.56E-01,9.95E-01,No,-0.198 (0.189),2.96E-01,8.54E-01,No,159,0.003 (0.04),9.33E-01,9.74E-01,No,0.043 (0.085),6.07E-01,8.84E-01,No,742,-0.102 (0.044),2.09E-02,8.69E-01,No,0.166 (0.09),6.47E-02,4.80E-01,No,585
surface_area,CTQ_Neglect,male,L_rostralmiddlefrontal_surfavg,-0.112 (0.085),1.89E-01,8.36E-01,No,0.188 (0.188),3.20E-01,8.54E-01,No,159,0.067 (0.04),9.68E-02,6.58E-01,No,-0.03 (0.084),7.23E-01,8.84E-01,No,742,-0.015 (0.044),7.32E-01,9.93E-01,No,-0.243 (0.09),6.95E-03,2.27E-01,No,585
surface_area,CTQ_Neglect,male,L_superiorfrontal_surfavg,-0.059 (0.085),4.90E-01,9.26E-01,No,0.101 (0.189),5.94E-01,9.22E-01,No,159,0.123 (0.04),2.13E-03,9.47E-02,No,-0.243 (0.084),3.89E-03,2.64E-01,No,742,0.029 (0.044),5.14E-01,9.59E-01,No,-0.018 (0.09),8.42E-01,9.51E-01,No,585
surface_area,CTQ_Neglect,male,L_superiorparietal_surfavg,0.105 (0.085),2.20E-01,8.36E-01,No,-0.117 (0.188),5.35E-01,9.22E-01,No,159,-0.062 (0.04),1.23E-01,6.95E-01,No,-0.087 (0.084),3.01E-01,8.52E-01,No,742,0.041 (0.044),3.47E-01,9.59E-01,No,-0.292 (0.09),1.16E-03,7.88E-02,No,585
surface_area,CTQ_Neglect,male,L_superiortemporal_surfavg,0.038 (0.085),6.59E-01,9.95E-01,No,-0.08 (0.189),6.74E-01,9.22E-01,No,159,0.05 (0.04),2.12E-01,7.95E-01,No,-0.109 (0.084),1.95E-01,8.29E-01,No,742,0.02 (0.044),6.49E-01,9.59E-01,No,-0.037 (0.09),6.83E-01,9.25E-01,No,585
